report_date,total_purchase,total_redeem,active_users,purchase_users,redeem_users,purchase_user_ratio,redeem_user_ratio,total_balance,avg_balance,year,month,day,day_of_week,is_weekend,mfd_daily_yield,Interest_O_N,shibor_spread_1M_O_N,net_flow,total_purchase_lag_1,total_purchase_lag_2,total_purchase_lag_3,total_purchase_lag_7,total_purchase_roll_7d_avg,total_purchase_roll_7d_std,total_purchase_roll_14d_avg,total_purchase_roll_14d_std,total_purchase_momentum_7v30,total_redeem_lag_1,total_redeem_lag_2,total_redeem_lag_3,total_redeem_lag_7,total_redeem_roll_7d_avg,total_redeem_roll_7d_std,total_redeem_roll_14d_avg,total_redeem_roll_14d_std,total_redeem_momentum_7v30,active_users_lag_1,active_users_lag_2,active_users_lag_3,active_users_lag_7,active_users_roll_7d_avg,active_users_roll_7d_std,active_users_roll_14d_avg,active_users_roll_14d_std,active_users_momentum_7v30
20140111,50812009,18475399,1757,1266,141,0.7205463858850313,0.08025042686397268,3072520946,1748731.329538987,2014,1,11,7,1,1.7439,2.766,2.909,32336610,60408018,111086202,67307595,36602666,89577440.14285715,42216046.88362398,100082656.9,38766613.527401865,0.8950345935795909,22059958,36926907,62223553,19169651,31623386.42857143,16169361.171720007,33316519.4,17787877.89121721,0.9491803765243085,1648,1768,1726,1587,1668.7142857142858,61.95889574471742,1648.2,61.04060579282915,1.012446478409347
20140112,67040578,45795900,1805,1264,145,0.7002770083102493,0.08033240997229917,2905981047,1609961.7988919667,2014,1,12,1,1,1.7434,2.766,2.909,21244678,50812009,60408018,111086202,67025527,91607346.28571428,39498430.37059666,95603507.0909091,39664290.0488552,0.9582006881672774,18475399,22059958,36926907,13040599,31524207.57142857,16260353.811168276,31967326.636363637,17458272.31238832,0.986138375911891,1757,1648,1768,1666,1693.0,57.766772456144686,1658.090909090909,66.5544206577664,1.0210537858435222
20140113,72346930,57451207,1786,1212,161,0.6786114221724524,0.09014557670772676,2781293456,1557275.1713325868,2014,1,13,2,0,1.7584,2.738,3.727,14895723,67040578,50812009,60408018,144332663,91609496.42857143,39496869.58627628,93223263.0,38706838.984464355,0.9826892288523674,45795900,18475399,22059958,34774573,36203536.28571428,14692170.447928105,33119707.75,17117790.787353717,1.0931115865813847,1805,1757,1648,1616,1712.857142857143,69.61424320599096,1670.3333333333333,76.32387132040243,1.0254582775037775
20140114,116681630,31622182,1816,1221,151,0.6723568281938326,0.08314977973568281,3085134346,1698862.5253303964,2014,1,14,3,0,1.7634,2.7395,3.7447000000000004,85059448,72346930,67040578,50812009,140279410,81325820.28571428,32174141.919949308,91617391.23076923,37508565.45686029,0.8876679328367671,57451207,45795900,18475399,33168464,39443055.428571425,16688915.580898106,34991361.538461536,17724014.050712544,1.1272226542318655,1786,1805,1757,1670,1737.142857142857,59.043567449323874,1679.2307692307693,79.80617545670044,1.0344872717754072
20140115,109528792,58907782,1811,1243,170,0.6863611264494754,0.09387078961899503,3243936880,1791240.6847045831,2014,1,15,4,0,1.7295,2.7513,3.9907,50621010,116681630,72346930,67040578,67307595,77954708.85714285,25514731.836776733,93407694.0,36654366.17982666,0.8345641083607401,31622182,57451207,45795900,62223553,39222158.0,16795700.90564174,34750705.85714286,17052472.51957986,1.1286722681616568,1816,1786,1805,1726,1758.0,57.1285101036835,1689.0,84.94251449792846,1.0408525754884548
20140116,133163589,74438476,1874,1294,177,0.6905016008537886,0.09445037353255069,3130103231,1670279.2054429029,2014,1,16,5,0,1.723,2.7723,3.9206999999999996,58725113,109528792,116681630,72346930,111086202,83986308.42857143,27492149.131799,92091976.57142857,35635566.73812776,0.9119829061702222,58907782,31622182,57451207,36926907,38748476.428571425,16069963.773949116,38193148.428571425,16687406.79522762,1.014539990098972,1811,1816,1786,1768,1770.142857142857,58.21634527469808,1702.9285714285713,87.98467024318626,1.0394698208967745
20140117,61053491,31768983,1841,1278,167,0.6941879413362303,0.09071156979902227,3422186152,1858873.5209125476,2014,1,17,6,0,1.7139,2.817,4.147,29284508,133163589,109528792,116681630,60408018,87140220.85714285,32013747.387851544,93607180.71428572,36970864.23265602,0.9309138486193514,74438476,58907782,31622182,22059958,44107272.0,20892197.660718344,39272182.35714286,18544491.978855293,1.1231174167731917,1874,1811,1816,1648,1785.2857142857142,70.13252760717688,1722.142857142857,94.11274510505355,1.0366652841144752
20140118,72324882,31107331,1879,1307,148,0.6955827567855242,0.07876530069185737,3701824506,1970103.5156998404,2014,1,18,7,1,1.6772,2.817,4.147,41217551,61053491,133163589,109528792,50812009,87232431.28571428,31924722.4383162,88404935.71428572,35978136.348400734,0.9867371157605858,31768983,74438476,58907782,18475399,45494275.571428575,19457588.09586458,38558831.0,18633471.394873008,1.179866567309278,1841,1874,1811,1757,1812.857142857143,37.520787888975924,1740.7857142857142,89.52883383531852,1.0414016659144065
20140119,43404238,35068843,1922,1347,175,0.7008324661810614,0.09105098855359,3330165670,1732656.4360041623,2014,1,19,1,1,1.6767,2.817,4.147,8335395,72324882,61053491,133163589,67040578,90305698.85714285,28707723.896361247,90956522.57142857,33179565.629143782,0.9928446724227543,31107331,31768983,74438476,45795900,47298837.28571428,16959539.05183644,39411522.428571425,17938113.108622894,1.2001271296088005,1879,1841,1874,1805,1830.2857142857142,35.53268113401277,1761.642857142857,84.83613811148116,1.0389652515914527
20140120,67703717,115181468,1922,1327,177,0.690426638917794,0.09209157127991675,3308876492,1721579.8605619147,2014,1,20,2,0,1.7235,3.888,3.5840000000000005,-47477751,43404238,72324882,61053491,72346930,86929078.85714285,32973400.16721586,89269287.64285715,35038614.99992246,0.9737848385765454,35068843,31107331,31768983,57451207,45766400.571428575,17590865.01978309,40984968.428571425,16342158.16273421,1.1166630676119764,1922,1879,1841,1786,1847.0,47.24404724407089,1779.9285714285713,90.06362220095325,1.0376820899715078
20140121,167286693,147396994,1906,1347,203,0.7067156348373557,0.10650577124868835,3416151437,1792314.5,2014,1,21,3,0,1.6958,3.641,3.7859999999999996,19889699,67703717,43404238,72324882,116681630,86265762.71428572,33360071.609217435,83795791.5,31590930.204648353,1.0294760771402907,115181468,35068843,31107331,31622182,54013580.71428572,31786884.652699515,46728318.071428575,25535203.995205615,1.1559068022033436,1922,1922,1879,1816,1866.4285714285713,45.92333155327887,1801.7857142857142,84.15752498136469,1.0358771060455896
20140122,125914565,60449552,1921,1339,166,0.6970327954190526,0.0864133263925039,3392234497,1765869.0770432067,2014,1,22,4,0,1.6853,3.676,3.274,65465013,167286693,67703717,43404238,109528792,93495057.42857143,44629574.48783464,85724883.14285715,35843743.4472205,1.0906408268036434,147396994,115181468,35068843,58907782,70552839.57142857,45399511.32491681,54887498.78571428,36684630.83318726,1.2854081736694394,1906,1922,1922,1811,1879.2857142857142,41.87168608066903,1818.642857142857,79.22082781970634,1.0333451160598561
20140123,166395361,69118042,1942,1371,162,0.7059732234809475,0.08341915550978372,3922665175,2019909.9768280124,2014,1,23,5,0,1.7491,3.7,3.008,97277319,125914565,167286693,67703717,133163589,95835882.14285715,46018802.53088024,89911095.28571428,36933135.10386384,1.0658960591939786,60449552,147396994,115181468,74438476,70773092.42857143,45337297.460091725,54760784.428571425,36660397.58576355,1.2924046499166946,1921,1906,1922,1874,1895.0,31.27299154222379,1832.5714285714287,78.82084289529818,1.0340661053944495
20140124,199695737,172556931,1950,1361,151,0.6979487179487179,0.07743589743589743,3501133432,1795453.042051282,2014,1,24,6,0,1.7296,3.7193,3.0977,27138806,166395361,125914565,167286693,61053491,100583278.14285715,51855406.49114289,93861749.5,41985056.395747714,1.0716109456585097,69118042,60449552,147396994,31768983,70013030.42857143,45310196.68425925,57060151.21428572,36464805.159456834,1.227003941255641,1942,1921,1906,1841,1904.7142857142858,34.09650170576782,1845.0,81.52772062782836,1.032365466511808
20140125,184390354,59441942,1998,1416,128,0.7087087087087087,0.06406406406406406,4075205049,2039642.1666666667,2014,1,25,7,1,1.6815,3.7193,3.0977,124948412,199695737,166395361,125914565,72324882,120389313.28571428,60067491.661128685,103810872.28571428,49311860.50747013,1.1596985039714516,172556931,69118042,60449552,31107331,90125594.42857143,55586451.148193605,67809935.0,46228985.99097666,1.3290912965566393,1950,1942,1921,1879,1920.2857142857142,23.34319519484774,1866.5714285714287,63.312065062021,1.028776978417266
20140126,136719159,126539427,1986,1376,139,0.6928499496475328,0.06998992950654583,3784352147,1905514.6762336355,2014,1,26,1,1,1.695,4.4,2.5949999999999998,10179732,184390354,199695737,166395361,43404238,136398666.42857143,60056181.01422773,113352182.64285715,51156799.340799764,1.203317512273475,59441942,172556931,69118042,35068843,94173396.0,51450234.09860022,70736116.64285715,44114187.682227015,1.331333984242822,1998,1950,1942,1922,1937.2857142857142,30.49980483934445,1883.7857142857142,63.988194309489565,1.028400257839457
20140127,150947704,107100789,1954,1347,121,0.6893551688843398,0.06192425793244626,4253810336,2176975.606960082,2014,1,27,2,0,1.6915,4.534,2.2960000000000003,43846915,136719159,184390354,199695737,67703717,149729369.42857143,44250526.86596757,118329224.14285715,49672537.850416616,1.2653625553042191,126539427,59441942,172556931,115181468,107240622.28571428,45169503.890998006,76503511.42857143,45846831.49628917,1.4017738569534939,1986,1998,1950,1922,1946.4285714285713,34.48602201306657,1896.7142857142858,65.12051380848682,1.0262107403780973
20140128,264627185,56373346,2021,1371,136,0.6783770410687778,0.06729341909945571,4361955339,2158315.358238496,2014,1,28,3,0,1.7398,4.8477,2.4853000000000005,208253839,150947704,136719159,184390354,167286693,161621367.57142857,25922943.864079863,123943565.14285715,48503763.15294801,1.3039915979917476,107100789,126539427,59441942,147396994,106086239.57142857,45035798.3850731,80049910.14285715,46178784.1181617,1.3252512011831987,1954,1986,1998,1906,1951.0,32.78719262150999,1908.7142857142858,58.267854406549525,1.022154030386947
20140129,263797715,58652118,2044,1457,127,0.7128180039138943,0.062133072407045006,4202589381,2056061.340998043,2014,1,29,4,0,1.6693,4.8,2.3920000000000003,205145597,264627185,150947704,136719159,125914565,175527152.14285713,47004433.67663864,134511104.7857143,61243348.27090493,1.304926849143677,56373346,107100789,126539427,60449552,93082861.28571428,44254034.17577217,81817850.42857143,44629946.4750809,1.137684023695751,2021,1954,1986,1921,1967.4285714285713,35.203490086718865,1923.357142857143,58.9309989509988,1.0229138039885617
20140130,65681043,22883566,2023,1410,104,0.6969846762234305,0.0514087988136431,4157688452,2055209.3188334156,2014,1,30,5,0,1.6193,4.435,1.0060000000000002,42797477,263797715,264627185,150947704,166395361,195224745.0,51430888.94351004,145530313.57142857,69697539.05461287,1.3414713416678006,58652118,56373346,107100789,69118042,92826085.0,44479581.2982875,81799588.71428572,44640093.09119656,1.1347989208628941,2044,2021,1954,1942,1985.0,38.69108424430619,1940.0,57.64613536983146,1.0231958762886597
20140131,21282125,19460779,2025,1445,75,0.7135802469135802,0.037037037037037035,4696594157,2319305.75654321,2014,1,31,6,0,1.609,4.435,1.0060000000000002,1821346,65681043,263797715,264627185,199695737,180836985.2857143,71147970.17951527,140710131.7142857,72879459.14250955,1.2851738754172077,22883566,58652118,56373346,172556931,86221159.85714285,51470231.40127066,78117095.14285715,47338920.37775314,1.1037425252368298,2023,2044,2021,1950,1996.5714285714287,35.683129267003984,1950.642857142857,58.2746905649404,1.023545351349372
20140201,21207656,24501444,2041,1413,99,0.6923076923076923,0.04850563449289564,4297453302,2105562.617344439,2014,2,1,7,1,1.6086,0.0,0.0,-3293788,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
20140202,20160658,6642457,2039,1452,76,0.7121137812653261,0.03727317312408043,4519241799,2216401.078469838,2014,2,2,1,1,1.6083,0.0,0.0,13518201,21207656,0,0,0,21207656.0,0.0,21207656.0,0.0,1.0,24501444,0,0,0,24501444.0,0.0,24501444.0,0.0,1.0,2041,0,0,0,2041.0,0.0,2041.0,0.0,1.0
20140203,23738623,16432017,2026,1375,86,0.6786771964461994,0.04244817374136229,4069292854,2008535.4659427444,2014,2,3,2,0,1.608,0.0,0.0,7306606,20160658,21207656,0,0,20684157.0,740339.3856887529,20684157.0,740339.3856887529,1.0,6642457,24501444,0,0,15571950.5,12628210.812822396,15571950.5,12628210.812822396,1.0,2039,2041,0,0,2040.0,1.4142135623730951,2040.0,1.4142135623730951,1.0
20140204,28640341,17227937,2041,1426,86,0.6986771190592846,0.042136207741303285,4450536471,2180566.6197942183,2014,2,4,3,0,1.6078,0.0,0.0,11412404,23738623,20160658,21207656,0,21702312.333333332,1839557.5694678144,21702312.333333332,1839557.5694678144,1.0,16432017,6642457,24501444,0,15858639.333333334,8943289.418777429,15858639.333333334,8943289.418777429,1.0,2026,2039,2041,0,2035.3333333333333,8.144527815247077,2035.3333333333333,8.144527815247077,1.0
20140205,37098567,24505568,2093,1498,112,0.7157190635451505,0.05351170568561873,4569873345,2183408.191591018,2014,2,5,4,0,1.6072,0.0,0.0,12592999,28640341,23738623,20160658,0,23436819.5,3780217.164722551,23436819.5,3780217.164722551,1.0,17227937,16432017,6642457,0,16200963.75,7334191.237643652,16200963.75,7334191.237643652,1.0,2041,2026,2039,0,2036.75,7.228416147400495,2036.75,7.228416147400495,1.0
20140206,66306747,39911905,2044,1413,110,0.6912915851272016,0.053816046966731895,4315359583,2111232.672700587,2014,2,6,5,0,1.6069,0.0,0.0,26394842,37098567,28640341,23738623,0,26169169.0,6931536.648543272,26169169.0,6931536.648543272,1.0,24505568,17227937,16432017,0,17861884.6,7357721.194946864,17861884.6,7357721.194946864,1.0,2093,2041,2026,0,2048.0,25.92296279363144,2048.0,25.92296279363144,1.0
20140207,162927946,69848422,2113,1484,163,0.702318977756744,0.07714150496923805,4399607039,2082161.4003786086,2014,2,7,6,0,1.7017,4.27,1.1300000000000008,93079524,66306747,37098567,28640341,0,32858765.333333332,17519736.152857997,32858765.333333332,17519736.152857997,1.0,39911905,24505568,17227937,0,21536888.0,11150907.98482911,21536888.0,11150907.98482911,1.0,2044,2093,2041,0,2047.3333333333333,23.243637122160266,2047.3333333333333,23.243637122160266,1.0
20140208,65259799,51025644,2079,1436,170,0.6907166907166907,0.08177008177008177,4296304785,2066524.6681096682,2014,2,8,7,1,1.6795,4.25,1.561,14234155,162927946,66306747,37098567,21207656,51440076.85714286,51697584.67603165,51440076.85714286,51697584.67603165,1.0,69848422,39911905,24505568,24501444,28438535.714285713,20905696.487078376,28438535.714285713,20905696.487078376,1.0,2113,2044,2093,2041,2056.714285714286,32.653301444694634,2056.714285714286,32.653301444694634,1.0
20140209,104345658,74267478,2184,1540,160,0.7051282051282052,0.07326007326007326,4540026229,2078766.5883699635,2014,2,9,1,1,1.6792,4.25,1.561,30078180,65259799,162927946,66306747,20160658,57733240.14285714,50059297.65163595,53167542.125,48111408.207714446,1.085873783804467,51025644,69848422,39911905,6642457,32227707.14285714,22421942.015197296,31261924.25,20937642.62819073,1.0308932644431554,2079,2113,2044,2039,2062.1428571428573,32.76394650337769,2059.5,31.240998703626634,1.001283251829501
20140210,198056318,113819471,2166,1490,204,0.6879039704524469,0.09418282548476455,4230549989,1953162.5064635272,2014,2,10,2,0,1.7004,4.3035,1.5455000000000005,84236847,104345658,65259799,162927946,23738623,69759668.71428572,49638985.63389455,58853999.44444445,48128903.18068693,1.185300393733407,74267478,51025644,69848422,16432017,41888424.428571425,24068970.348854538,36040319.11111111,24271058.60919211,1.162265636423218,2184,2079,2113,2026,2082.8571428571427,54.391876144109894,2073.3333333333335,50.7567729470659,1.0045934772622873
20140211,307479392,82738430,2233,1522,183,0.6815942678011644,0.0819525302283923,4991041920,2235128.4908195254,2014,2,11,3,0,1.677,4.137,1.6210000000000004,224740962,198056318,104345658,65259799,28640341,94662196.57142857,64271968.59459379,72774231.3,63219799.56480373,1.300765324214817,113819471,74267478,51025644,17227937,55800917.85714286,33284221.66186137,43818234.3,33594495.43168588,1.2734634050998914,2166,2184,2079,2041,2102.8571428571427,55.723808709947775,2082.6,56.113377291971204,1.0097268524234815
20140212,232266107,149210678,2282,1592,192,0.6976336546888694,0.08413672217353199,5218166674,2286663.7484662575,2014,2,12,4,0,1.6702,4.075,1.5750000000000002,83055429,307479392,198056318,104345658,37098567,134496346.7142857,95402893.31383778,94111064.0909091,92762780.90016443,1.4291236425120575,82738430,113819471,74267478,24505568,65159559.71428572,29641474.14289853,47356433.90909091,33962310.46601643,1.3759389028188034,2233,2166,2184,2093,2130.285714285714,66.42718892570598,2096.2727272727275,69.9300949650304,1.0162254589159483
20140213,130553447,114693629,2301,1625,187,0.7062146892655368,0.0812690134724033,4968906562,2159455.2637983486,2014,2,13,5,0,1.6705,3.669,1.9599999999999995,15859818,232266107,307479392,198056318,66306747,162377423.85714287,90591932.68943335,105623984.33333333,97021826.54828982,1.5373158367582902,149210678,82738430,113819471,39911905,82974575.42857143,37554231.640515395,55844287.583333336,43739048.958034955,1.4858202874332145,2282,2233,2166,2044,2157.285714285714,84.65560482668255,2111.75,85.55819391183132,1.0215630232204163
20140214,127809436,101457120,2333,1635,165,0.7008144020574367,0.07072438919845692,5117837659,2193672.3784826403,2014,2,14,6,0,1.661,3.278,2.2150000000000003,26352316,130553447,232266107,307479392,162927946,171555523.85714287,82092343.8618419,107541635.3076923,93148293.59454495,1.5952474905769982,114693629,149210678,82738430,69848422,93657678.85714285,33701448.45459277,60371160.0,44945327.86811148,1.551364573036908,2301,2282,2233,2113,2194.0,83.05018563093846,2126.3076923076924,97.28941756034288,1.0318356124737718
20140215,91000084,53107724,2306,1607,137,0.696877710320902,0.05941023417172593,5008771577,2172060.527753686,2014,2,15,7,1,1.6566,3.278,2.2150000000000003,37892360,127809436,130553447,232266107,65259799,166538593.85714287,83763571.55822058,108989335.35714285,89657766.93960083,1.5280265111390865,101457120,114693629,149210678,51025644,98173207.14285715,32057101.053649373,63305871.428571425,44556334.81579181,1.5507757010126122,2333,2301,2282,2079,2225.4285714285716,88.72214519283808,2141.0714285714284,108.57571926165996,1.039399499582986
20140216,75183984,29047388,2308,1637,161,0.7092720970537262,0.06975736568457538,5159543016,2235503.9064124785,2014,2,16,1,1,1.6563,3.278,2.2150000000000003,46136596,91000084,127809436,130553447,104345658,170215777.42857143,79006366.781135,113974508.78571428,86278065.58750977,1.4934548017978078,53107724,101457120,114693629,74267478,98470647.14285715,31552422.34361088,65349177.14285714,43277492.717033364,1.5068383635128952,2306,2333,2301,2184,2257.8571428571427,64.44488231925685,2160.0,112.80480077072545,1.0453042328042328
20140217,189351553,148183135,2349,1641,205,0.698595146871009,0.08727117922520221,5634099297,2398509.704980843,2014,2,17,2,0,1.6526,2.951,2.414,41168418,75183984,91000084,127809436,198056318,166049824.0,83688628.16482757,117904746.35714285,82861409.45093939,1.4083387576020212,29047388,53107724,101457120,113819471,92010634.28571428,40650964.08277618,66949529.35714286,41309081.70818106,1.3743283211877821,2308,2306,2333,2166,2275.5714285714284,57.41909421919142,2179.214285714286,113.51663962841516,1.0442164607165099
20140218,187443359,140483239,2348,1645,231,0.7005962521294719,0.098381601362862,5112600759,2177427.92120954,2014,2,18,3,0,1.6433,2.68,2.6184999999999996,46960120,189351553,75183984,91000084,307479392,164806286.14285713,83197004.26905105,129734241.35714285,80161587.46054496,1.2703376103242099,148183135,29047388,53107724,82738430,96919729.14285715,45508305.60935375,76360323.5,43844761.10433193,1.2692419924446385,2349,2308,2306,2233,2301.714285714286,37.379648142245706,2202.285714285714,112.80304726614202,1.0451478982874935
20140219,118737715,49288017,2316,1627,179,0.7025043177892919,0.07728842832469776,5238680796,2261951.9844559585,2014,2,19,4,0,1.6337,2.403,2.8912,69449698,187443359,189351553,75183984,232266107,147658281.42857143,57196871.401786394,141077314.07142857,75877174.4049375,1.0466479490374396,140483239,148183135,29047388,149210678,105168987.57142857,47690588.81643685,85164273.64285715,43430488.7742658,1.2348956090726813,2348,2349,2308,2282,2318.1428571428573,25.543613496844802,2224.214285714286,108.80694164183896,1.0422300009634222
20140220,131181999,64436706,2424,1748,193,0.7211221122112211,0.07962046204620463,5219181475,2153127.6712046205,2014,2,20,5,0,1.6358,1.981,3.239,66745293,118737715,187443359,189351553,130553447,131439939.71428572,43714157.408879355,146908681.7857143,70195826.46812691,0.8947050515776067,49288017,140483239,148183135,114693629,90894321.71428572,47263451.96311469,86934448.57142857,41216551.53695504,1.0455501036462385,2316,2348,2349,2301,2323.0,20.199009876724162,2240.1428571428573,104.35210892628207,1.0369874370256997
20140221,115725856,71176864,2384,1724,201,0.7231543624161074,0.08431208053691275,5216552087,2188151.043204698,2014,2,21,6,0,1.6282,1.764,3.412,44548992,131181999,118737715,187443359,127809436,131529732.85714285,43712678.504505925,151542628.35714287,66510225.30103634,0.8679388386161858,64436706,49288017,140483239,101457120,83714761.28571428,46861105.29211174,88686220.07142857,39551836.03365289,0.9439432779781319,2424,2316,2348,2333,2340.5714285714284,40.83241009646268,2267.285714285714,98.67540303862536,1.0323231050343393
20140222,103085904,48114091,2481,1817,184,0.732365981459089,0.07416364369205965,5824216724,2347527.9016525596,2014,2,22,7,1,1.6247,1.764,3.412,54971813,115725856,131181999,118737715,91000084,129803507.14285715,44120767.03156842,148171050.5,67082613.30830456,0.8760382456953503,71176864,64436706,49288017,53107724,79389010.42857143,46345085.80105793,88781108.78571428,39504731.35921754,0.8942106210926921,2384,2424,2316,2306,2347.8571428571427,43.705181124700225,2286.6428571428573,92.46671512816609,1.026770374535345
20140223,89037034,69757197,2490,1805,177,0.7248995983935743,0.07108433734939759,5874900441,2359397.7674698797,2014,2,23,1,1,1.6238,1.764,3.412,19279837,103085904,115725856,131181999,75183984,131530052.85714285,42558020.102158904,150872915.14285713,64185545.2823378,0.8717936730565649,48114091,71176864,64436706,29047388,78675634.28571428,46852701.98134995,88573140.71428572,39725824.8704284,0.8882561197587172,2481,2384,2424,2308,2372.8571428571427,61.99577558572991,2315.3571428571427,85.1547073027921,1.0248341817060003
20140224,237273024,103449466,2494,1751,243,0.7020850040096231,0.09743384121892543,5766143001,2312006.0148356054,2014,2,24,2,0,1.6323,1.7,3.268,133823558,89037034,103085904,115725856,189351553,133509060.0,39729234.2847888,149779442.0,65162132.62775421,0.8913710601218557,69757197,48114091,71176864,148183135,84491321.28571428,41934222.867424734,88250977.78571428,39868794.24398132,0.9573981320736301,2490,2481,2384,2349,2398.8571428571427,68.12348731391793,2337.214285714286,88.06656448516533,1.0263744995568593
